,Rating,Price,Processor,Brand,SSD_Capacity,Ram,Ram_Type,Display_Size,EMMC_Storage(in_GB),HDD_Storage(in_GB)
409,0.0,269900.0,Apple M2 Pro Processor,APPLE,1024.0,16.0,Unified,40.64,0.0,0.0
410,4.4,149990.0,Apple M2 Processor,APPLE,512.0,8.0,Unified,34.54,0.0,0.0
411,0.0,229990.0,Intel Core i7 Processor (12th Gen),ACER,2048.0,32.0,LPDDR5,40.64,0.0,0.0
412,4.3,57990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
413,0.0,154490.0,AMD Ryzen 9 Octa Core Processor,HP,1024.0,32.0,DDR5,40.89,0.0,0.0
414,4.2,43090.0,Intel Core i3 Processor (11th Gen),DELL,256.0,4.0,DDR4,35.0,0.0,1024.0
415,0.0,304980.0,Intel Core i9 Processor (12th Gen),ASUS,1024.0,16.0,LPDDR5,34.04,0.0,0.0
416,4.6,99990.0,AMD Ryzen 9 Octa Core Processor,ASUS,512.0,16.0,DDR4,42.16,0.0,0.0
417,0.0,247990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,LPDDR5,34.04,0.0,0.0
418,4.1,84990.0,Intel Core i7 Processor (12th Gen),ASUS,512.0,16.0,DDR4,35.56,0.0,0.0
419,0.0,246490.0,Intel Core i7 Processor (12th Gen),DELL,1024.0,16.0,DDR5,39.62,0.0,0.0
420,4.3,95500.0,Intel Core i7 Processor (12th Gen),ASUS,512.0,16.0,DDR5,39.62,0.0,0.0
421,4.4,101990.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
422,5.0,35890.0,Intel Core i3 Processor (10th Gen),LENOVO,256.0,8.0,DDR4,35.56,0.0,0.0
423,0.0,80599.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
424,4.4,52490.0,Intel Core i5 Processor (11th Gen),MSI,512.0,8.0,DDR4,39.62,0.0,0.0
425,0.0,72990.0,Intel Core i5 Processor (12th Gen),GIGABYTE,512.0,8.0,DDR4,39.62,0.0,0.0
426,4.5,129990.0,Apple M2 Processor,APPLE,256.0,8.0,Unified,33.78,0.0,0.0
427,4.0,84000.0,Intel Core i5 Processor (12th Gen),DELL,512.0,16.0,DDR5,38.0,0.0,0.0
428,0.0,86510.0,AMD Ryzen 7 Octa Core Processor,LENOVO,512.0,16.0,LPDDR4X,33.78,0.0,0.0
429,4.0,79990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
430,0.0,399990.0,Intel Core i9 Processor (12th Gen),ASUS,4096.0,32.0,DDR5,43.94,0.0,0.0
431,0.0,249900.0,Apple M2 Pro Processor,APPLE,512.0,16.0,Unified,40.64,0.0,0.0
432,4.7,112900.0,Apple M1 Processor,APPLE,256.0,16.0,DDR4,33.78,0.0,0.0
433,0.0,47990.0,AMD Ryzen 3 Quad Core Processor,ASUS,512.0,8.0,LPDDR5,39.62,0.0,0.0
434,4.4,58990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
435,4.4,110703.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR5,43.94,0.0,0.0
436,4.6,69990.0,Intel Core i5 Processor (11th Gen),MSI,512.0,16.0,LPDDR4X,35.56,0.0,0.0
437,0.0,57990.0,Intel Core i5 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
438,4.3,149999.0,Intel Core i9 Processor (10th Gen),DELL,1024.0,16.0,GDDR6,39.62,0.0,0.0
439,0.0,107699.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR5,40.89,0.0,0.0
440,4.2,51990.0,Intel Core i5 Processor (10th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
441,0.0,180595.0,Intel Core i7 Processor (12th Gen),LENOVO,1024.0,16.0,LPDDR5,35.56,0.0,0.0
442,0.0,164990.0,Intel Core i7 Processor (12th Gen),LENOVO,1024.0,16.0,DDR5,40.64,0.0,0.0
443,0.0,67990.0,Intel Core i5 Processor (13th Gen),MSI,512.0,16.0,DDR4,39.62,0.0,0.0
444,0.0,85990.0,Intel Core i5 Processor (12th Gen),GIGABYTE,512.0,16.0,DDR4,39.62,0.0,0.0
445,4.4,52990.0,Intel Core i5 Processor (10th Gen),ACER,512.0,8.0,GDDR6,39.62,0.0,0.0
446,4.0,40490.0,Intel Core i3 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,0.0
447,0.0,109990.0,AMD Ryzen 7 Octa Core Processor,HP,1024.0,16.0,DDR4,40.89,0.0,0.0
448,4.5,52990.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,35.56,0.0,0.0
449,4.5,74890.0,AMD Ryzen 5 Hexa Core Processor,DELL,512.0,16.0,DDR4,39.62,0.0,0.0
450,4.6,99990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
451,0.0,189990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
452,3.8,99990.0,AMD Ryzen 5 Quad Core Processor,MICROSOFT,128.0,8.0,DDR4,38.1,0.0,0.0
453,4.3,124990.0,Intel Core i7 Processor (11th Gen),ACER,1024.0,16.0,DDR4,39.62,0.0,0.0
454,0.0,109990.0,Intel Core i7 Processor (12th Gen),ASUS,512.0,16.0,LPDDR5,35.56,0.0,0.0
455,3.8,62990.0,Intel Core i5 Processor (10th Gen),DELL,512.0,8.0,DDR4,35.56,0.0,0.0
456,0.0,89990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,16.0,LPDDR4X,35.56,0.0,0.0
457,0.0,92290.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,16.0,LPDDR4X,35.56,0.0,0.0
458,4.1,103490.0,Intel Core i7 Processor (11th Gen),DELL,512.0,16.0,DDR4,39.62,0.0,0.0
459,0.0,75100.0,AMD Ryzen 5 Hexa Core Processor,ASUS,256.0,8.0,DDR4,39.62,0.0,1024.0
460,4.4,72990.0,Intel Core i7 Processor (12th Gen),SAMSUNG,512.0,16.0,DDR4,39.62,0.0,0.0
461,4.5,55990.0,AMD Ryzen 5 Hexa Core Processor,ACER,512.0,8.0,LPDDR4X,35.56,0.0,0.0
462,4.3,53490.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
463,4.3,64990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
464,0.0,94990.0,Intel Core i7 Processor (13th Gen),MSI,512.0,16.0,DDR5,43.94,0.0,0.0
465,0.0,59990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,1024.0,8.0,DDR4,40.64,0.0,0.0
466,4.6,46990.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
467,4.5,85990.0,AMD Ryzen 7 Octa Core Processor,DELL,512.0,16.0,DDR4,35.56,0.0,0.0
468,3.8,161990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
469,4.0,57990.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
470,5.0,41990.0,Intel Core i3 Processor (12th Gen),MSI,512.0,8.0,DDR4,35.56,0.0,0.0
471,0.0,109990.0,Intel Core i7 Processor (12th Gen),MSI,1024.0,16.0,DDR4,40.64,0.0,0.0
472,0.0,48990.0,Intel Core i3 Processor (12th Gen),MSI,512.0,8.0,DDR4,35.56,0.0,0.0
473,4.8,119990.0,Apple M2 Processor,APPLE,256.0,8.0,Unified,34.54,0.0,0.0
474,4.5,180990.0,Intel Core i7 Processor (11th Gen),MSI,1024.0,16.0,GDDR6,43.94,0.0,0.0
475,4.4,43490.0,AMD Ryzen 5 Quad Core Processor,DELL,512.0,8.0,DDR4,39.62,0.0,0.0
476,0.0,114990.0,Intel Core i7 Processor (11th Gen),ACER,1024.0,16.0,LPDDR4X,40.89,0.0,0.0
477,0.0,159990.0,Intel Core i7 Processor (12th Gen),LENOVO,1024.0,16.0,LPDDR5,36.83,0.0,0.0
478,0.0,62990.0,AMD Ryzen 5 Hexa Core Processor,ACER,512.0,8.0,LPDDR4X,35.56,0.0,0.0
479,0.0,59990.0,Intel Core i5 Processor (12th Gen),MSI,512.0,16.0,DDR4,35.56,0.0,0.0
480,4.0,157990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
481,4.9,80990.0,Intel Core i5 Processor (12th Gen),HP,512.0,8.0,LPDDR4X,33.78,0.0,0.0
482,4.1,25990.0,Intel Celeron Dual Core Processor,ASUS,0.0,4.0,LPDDR4,35.56,64.0,0.0
483,0.0,79990.0,AMD Ryzen 5 Hexa Core Processor,ACER,512.0,8.0,DDR5,39.62,0.0,0.0
484,0.0,109990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,LPDDR5,36.83,0.0,0.0
485,4.2,56990.0,Intel Core i5 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
486,4.5,78190.0,Intel Core i5 Processor (11th Gen),DELL,1024.0,8.0,LPDDR4X,33.78,0.0,0.0
487,0.0,115790.0,Intel Core i5 Processor (11th Gen),DELL,512.0,16.0,LPDDR4X,34.04,0.0,0.0
488,4.6,72490.0,AMD Ryzen 5 Hexa Core Processor,DELL,512.0,8.0,GDDR6,39.62,0.0,0.0
489,0.0,75476.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,16.0,DDR4,35.56,0.0,0.0
490,5.0,99990.0,AMD Ryzen 7 Octa Core Processor,DELL,512.0,16.0,DDR5,38.0,0.0,0.0
491,4.5,96990.0,Intel Core i7 Processor (10th Gen),ACER,256.0,16.0,DDR4,39.62,0.0,1024.0
492,4.3,83192.0,Intel Core i5 Processor (12th Gen),DELL,512.0,16.0,DDR4,35.56,0.0,0.0
493,0.0,95990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,40.89,0.0,0.0
494,0.0,39990.0,Intel Core i3 Processor (11th Gen),HP,256.0,8.0,DDR4,39.62,0.0,0.0
495,3.7,33990.0,Intel Core i3 Processor (10th Gen),LENOVO,256.0,8.0,DDR4,39.62,0.0,0.0
496,4.0,42490.0,Intel Core i3 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
497,4.0,56990.0,Intel Core i5 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
498,4.3,30690.0,Intel Pentium Quad Core Processor,DELL,256.0,4.0,DDR4,39.62,0.0,0.0
499,0.0,116640.0,Intel Core i7 Processor (6th Gen),ACER,128.0,16.0,GDDR5,39.62,0.0,1024.0
500,0.0,151990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,LPDDR5,34.04,0.0,0.0
501,4.7,192990.0,Intel Core i9 Processor (11th Gen),MSI,1024.0,16.0,DDR4,40.64,0.0,0.0
502,4.0,44490.0,Intel Core i3 Processor (11th Gen),LENOVO,256.0,4.0,DDR4,39.62,0.0,0.0
503,0.0,192990.0,Intel Core i7 Processor (11th Gen),LENOVO,1024.0,32.0,DDR4,40.64,0.0,0.0
504,0.0,32990.0,Intel Core i3 Processor (10th Gen),INFINIX,512.0,8.0,LPDDR4X,39.62,0.0,0.0
505,3.7,104990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,LPDDR5,35.56,0.0,0.0
506,0.0,44490.0,Intel Core i3 Processor (12th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
507,0.0,131990.0,AMD Ryzen 7 Octa Core Processor,LENOVO,1024.0,16.0,DDR4,39.62,0.0,0.0
508,4.2,51890.0,Intel Core i5 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
509,4.2,101990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,8.0,DDR4,35.56,0.0,0.0
510,0.0,167990.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,DDR5,35.56,0.0,0.0
511,0.0,45990.0,Intel Core i3 Processor (12th Gen),MSI,256.0,8.0,DDR4,35.56,0.0,0.0
512,3.8,103490.0,Intel Core i7 Processor (11th Gen),DELL,512.0,16.0,DDR4,39.62,0.0,0.0
513,4.7,38690.0,AMD Ryzen 3 Dual Core Processor,DELL,256.0,8.0,DDR4,39.62,0.0,0.0
514,0.0,73890.0,AMD Ryzen 7 Octa Core Processor,DELL,512.0,16.0,DDR4,40.64,0.0,0.0
515,0.0,89990.0,AMD Ryzen 7 Hexa Core Processor,ACER,512.0,8.0,DDR5,39.62,0.0,0.0
516,4.0,75990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
517,4.5,61990.0,AMD Ryzen 5 Dual Core Processor,ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
518,3.6,31490.0,AMD Ryzen 3 Dual Core Processor,LENOVO,0.0,4.0,DDR4,39.62,0.0,1024.0
519,4.3,44490.0,Intel Core i3 Processor (10th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
520,4.3,62990.0,Intel Core i5 Processor (10th Gen),DELL,512.0,8.0,DDR4,35.56,0.0,0.0
521,0.0,234990.0,Intel Core i7 Processor (10th Gen),ASUS,1024.0,32.0,DDR4,39.62,0.0,0.0
522,4.3,32990.0,Intel Core i3 Processor (10th Gen),INFINIX,512.0,8.0,LPDDR4X,39.62,0.0,0.0
523,4.6,63990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
524,0.0,61290.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
525,3.9,42590.0,Intel Core i3 Processor (12th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
526,0.0,84990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,16.0,LPDDR4X,35.56,0.0,0.0
527,0.0,175490.0,Intel Core i7 Processor (12th Gen),HP,1024.0,16.0,DDR5,40.89,0.0,0.0
528,4.0,130990.0,Intel Core i7 Processor (12th Gen),HP,512.0,16.0,LPDDR4X,34.29,0.0,0.0
529,0.0,45390.0,Intel Core i3 Processor (11th Gen),DELL,256.0,8.0,DDR4,38.1,0.0,1024.0
530,4.3,319990.0,Apple M1 Max Processor,APPLE,1024.0,32.0,Unified,41.15,0.0,0.0
531,0.0,92990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
532,4.3,38990.0,Intel Core i3 Processor (10th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
533,4.3,42490.0,Intel Core i3 Processor (11th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
534,4.2,29990.0,Intel Celeron Quad Core Processor,INFINIX,256.0,8.0,LPDDR4X,35.56,0.0,0.0
535,0.0,166990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
536,4.5,128490.0,Apple M1 Processor,APPLE,512.0,8.0,DDR4,33.78,0.0,0.0
537,4.5,29610.0,Intel Pentium Quad Core Processor,ASUS,256.0,8.0,DDR4,35.81,0.0,0.0
538,3.0,79990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,LPDDR4X,33.78,0.0,0.0
539,3.8,58990.0,Intel Core i5 Processor (8th Gen),SONY,512.0,8.0,DDR4,35.56,0.0,0.0
540,3.8,28490.0,Intel Celeron Dual Core Processor,LENOVO,0.0,4.0,LPDDR4,35.56,64.0,0.0
541,5.0,79990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,16.0,LPDDR4X,35.56,0.0,0.0
542,4.4,42490.0,Intel Core i3 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
543,4.2,33990.0,Intel Core i3 Processor (11th Gen),INFINIX,512.0,8.0,LPDDR4X,39.62,0.0,0.0
544,4.4,144990.0,Intel Core i9 Processor (11th Gen),ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
545,0.0,99990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,43.94,0.0,0.0
546,4.3,69990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,38.86,0.0,0.0
547,0.0,64990.0,Intel Core i5 Processor (13th Gen),MSI,512.0,8.0,DDR4,39.62,0.0,0.0
548,4.5,59990.0,Intel Core i5 Processor (9th Gen),MSI,512.0,8.0,DDR4,39.62,0.0,0.0
549,4.4,46490.0,AMD Ryzen 5 Quad Core Processor,DELL,512.0,8.0,DDR4,35.56,0.0,0.0
550,0.0,77490.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR4,40.64,0.0,0.0
551,0.0,167990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,32.0,LPDDR5,34.04,0.0,0.0
552,5.0,116990.0,Intel Core i5 Processor (10th Gen),HP,512.0,8.0,DDR4,33.78,0.0,0.0
553,0.0,34990.0,Intel Core i3 Processor (11th Gen),ACER,256.0,8.0,DDR4,39.62,0.0,0.0
554,4.3,29990.0,Intel Core i3 Processor (10th Gen),ASUS,512.0,4.0,DDR4,39.62,0.0,0.0
555,4.2,36990.0,Intel Core i5 Processor (10th Gen),INFINIX,512.0,8.0,LPDDR4X,35.56,0.0,0.0
556,4.1,58900.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
557,4.4,71990.0,Intel Core i5 Processor (10th Gen),DELL,512.0,16.0,GDDR6,39.62,0.0,0.0
558,0.0,147990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,LPDDR5,34.04,0.0,0.0
559,4.4,76990.0,AMD Ryzen 7 Octa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
560,4.2,55490.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
561,0.0,94990.0,Intel Core i5 Processor (11th Gen),ACER,512.0,16.0,LPDDR4X,40.89,0.0,0.0
562,4.3,55990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
563,4.1,57490.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
564,3.5,16100.0,Intel Celeron Dual Core Processor,LENOVO,0.0,4.0,LPDDR4,29.46,64.0,0.0
565,0.0,66990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,1024.0,16.0,DDR4,40.64,0.0,0.0
566,4.3,66990.0,Intel Core i7 Processor (8th Gen),ASUS,512.0,8.0,LPDDR3,33.78,0.0,0.0
567,4.0,45690.0,Intel Core i3 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
568,4.3,31490.0,Intel Core i3 Processor (7th Gen),ASUS,256.0,4.0,DDR4,35.56,0.0,0.0
569,4.4,71990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
570,0.0,88490.0,Intel Core i5 Processor (12th Gen),DELL,512.0,16.0,DDR4,40.64,0.0,0.0
571,4.1,42490.0,Intel Core i3 Processor (10th Gen),DELL,256.0,4.0,DDR4,35.56,0.0,1024.0
572,4.0,42990.0,Intel Core i5 Processor (11th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
573,4.5,103990.0,Intel Core i7 Processor (10th Gen),ACER,256.0,16.0,GDDR6,39.62,0.0,1024.0
574,4.1,37990.0,Intel Core i5 Processor (10th Gen),INFINIX,512.0,8.0,LPDDR4X,35.56,0.0,0.0
575,4.4,45990.0,Intel Core i3 Processor (11th Gen),DELL,512.0,4.0,DDR4,39.62,0.0,0.0
576,4.2,49990.0,Intel Core i3 Processor (11th Gen),HP,256.0,8.0,DDR4,35.56,0.0,0.0
577,4.4,94490.0,Intel Core i5 Processor (10th Gen),MICROSOFT,128.0,8.0,LPDDR4X,33.02,0.0,0.0
578,3.9,107990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
579,4.0,81998.0,Intel Core i5 Processor (8th Gen),ACER,256.0,8.0,DDR3,35.56,0.0,0.0
580,0.0,98900.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
581,0.0,94500.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR4,33.78,0.0,0.0
582,4.3,16990.0,MediaTek MediaTek MT8788 Processor,PRIMEBOOK,0.0,4.0,LPDDR4,29.46,64.0,0.0
583,3.2,35500.0,Intel Pentium Quad Core Processor,DELL,256.0,4.0,DDR4,39.62,0.0,0.0
584,4.3,62990.0,Intel Core i5 Processor (10th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
585,0.0,105990.0,Intel Core i7 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
586,4.4,68000.0,Intel Core i5 Processor (11th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
587,4.2,52990.0,AMD Ryzen 7 Octa Core Processor,MSI,512.0,8.0,DDR4,39.62,0.0,0.0
588,0.0,89990.0,Intel Core i7 Processor (8th Gen),DELL,128.0,8.0,DDR4,39.62,0.0,1024.0
589,4.8,105490.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,DDR4,35.56,0.0,0.0
590,0.0,52990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
591,0.0,191900.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
592,4.2,101000.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR5,39.62,0.0,0.0
593,0.0,179998.0,AMD Ryzen 7 Octa Core Processor,LENOVO,1024.0,32.0,DDR5,40.64,0.0,0.0
594,3.6,55490.0,Intel Core i5 Processor (8th Gen),ACER,256.0,8.0,DDR4,33.78,0.0,0.0
595,3.8,69490.0,Intel Core i5 Processor (11th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
596,3.6,107590.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,DDR5,39.62,0.0,0.0
597,0.0,29000.0,Intel Pentium Quad Core Processor,ASUS,256.0,8.0,DDR4,35.56,0.0,0.0
598,3.4,73990.0,Intel Core i5 Processor (12th Gen),DELL,512.0,16.0,DDR4,40.64,0.0,0.0
599,0.0,24990.0,Intel Celeron Dual Core Processor,ASUS,256.0,4.0,DDR4,35.56,0.0,0.0
600,4.2,65990.0,Intel Core i5 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,1024.0
601,0.0,159990.0,AMD Ryzen 7 Octa Core Processor,LENOVO,1024.0,16.0,DDR5,40.64,0.0,0.0
602,0.0,122490.0,Intel Core i5 Processor (10th Gen),LENOVO,512.0,16.0,DDR4,35.56,0.0,512.0
603,0.0,52990.0,AMD Ryzen 5 Quad Core Processor,ASUS,512.0,8.0,LPDDR5,39.62,0.0,0.0
604,4.2,64990.0,Intel Core i5 Processor (8th Gen),ACER,512.0,8.0,DDR3,35.56,0.0,0.0
605,0.0,91400.0,Intel Core i7 Processor (12th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
606,3.7,47990.0,Intel Core i7 Processor (10th Gen),INFINIX,512.0,16.0,LPDDR4X,35.56,0.0,0.0
607,4.0,41960.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
608,3.7,22990.0,Intel Celeron Dual Core Processor,LENOVO,256.0,4.0,DDR4,29.46,0.0,0.0
609,4.3,34990.0,AMD Ryzen 3 Dual Core Processor,HP,256.0,8.0,DDR4,39.62,0.0,0.0
610,3.8,51990.0,Intel Core i7 Processor (10th Gen),AVITA,1024.0,16.0,DDR4,35.56,0.0,0.0
